TransactionID,UserID,Amount,Timestamp,MerchantCategory,TransactionType,DeviceID,IPAddress,Latitude,Longitude,AvgTransactionAmount,TransactionFrequency,UnusualLocation,UnusualAmount,NewDevice,FailedAttempts,FraudFlag,PhoneNumber,BankName
542962526360,5c38510a-d163-4587-8bce-7163305ca184,7495.88,2024-04-11 17:03:13,Travel,P2P,6a9b4475-e079-4c41-9b7c-bca207aeada7,150.23.24.9,24.304173,-65.418981,3573.4,5/day,True,True,False,4,False,+915683945448,State Bank of India
580589704135,415e9d90-ff92-4f81-a641-f1c72114561e,3709.33,2024-05-03 23:26:20,Clothing,P2M,8a447413-03d1-494e-a46e-f56e6b7dc602,183.131.109.193,4.0661365,-3.405699,500.88,5/day,False,False,False,2,False,00447394087,HDFC Bank
385676034372,2eef4f14-1a8f-4f91-b52a-3ad455b9dfee,8227.26,2024-01-04 14:31:33,Travel,P2P,301413f7-3f7a-47de-8e63-053ed8f90d32,205.65.81.78,63.5596365,-155.362682,5482.99,1/day,True,True,True,4,False,1404844554,Kotak Mahindra Bank
429321949767,a36db635-b3f2-4d29-b049-3778b81835c8,8884.03,2024-02-23 19:19:00,Entertainment,P2M,1cff03d0-b79a-4495-9aa2-df6a04e21f37,30.149.155.107,-36.994206,75.995863,9653.57,1/day,True,False,False,1,False,4934529870,Bank of Baroda
303266479148,7c7e9502-7af2-425e-8682-51ff74641b5f,7345.78,2024-07-03 22:04:30,Utilities,P2M,dff9eded-0b4c-47b2-b5f9-82971ca58467,183.153.164.80,59.1352685,141.865864,7403.02,1/day,True,False,True,1,True,+919131711223,Axis Bank
688789280097,ff132fbb-757c-4077-9a31-4fcaacd53f45,8515.2,2024-06-26 03:05:40,Entertainment,P2M,da8c57bc-6783-4f89-a704-eece65664f18,166.71.26.177,-80.0451985,-89.222696,7599.99,3/day,False,False,True,0,False,+916397113859,ICICI Bank
924130740065,81e8e37c-6682-4629-9416-bf2487eaafa9,7748.15,2024-01-15 13:54:13,Electronics,P2P,d00e9bc8-1533-43f8-806c-31c841fc7b4c,54.215.98.66,48.287809,-155.507314,2420.02,1/day,False,False,True,0,False,4240471864,ICICI Bank
428176064422,c797ca44-9571-4587-a26d-4eee4ed65aa1,5864.27,2024-01-19 21:20:27,Groceries,P2P,b6c56120-105a-4198-8aaf-a06ce8beae00,110.84.129.113,39.512426,-123.607838,3329.0,1/day,False,False,False,1,False,7839864756,ICICI Bank
943401355452,43f6dca8-3d9b-42f0-b603-509c7ec16b93,4114.46,2024-06-22 21:52:59,Clothing,P2M,fbe302bf-5baf-4a81-8e67-a05beb92d875,129.66.5.22,-49.0163175,-101.017772,2769.6,3/day,False,False,False,2,True,8276238760,ICICI Bank
896301437612,03747d00-856b-496f-a7af-3a41c0f0bb77,5091.57,2024-07-24 07:53:36,Restaurants,P2P,693b4901-2470-4b30-9221-1b5fd9b6f84a,179.134.57.182,-20.899796,-60.923401,1739.52,3/day,False,True,True,2,False,+913290419458,Axis Bank
754245899926,92b4a581-6e96-4610-9ca3-e2193ac462d8,4858.26,2024-03-06 00:47:53,Groceries,P2M,4e6bc6e4-0fde-4fd1-bdcc-2ad2335de943,130.131.172.72,66.263040,100.462820,8702.46,1/day,False,False,False,1,False,9669309747,Kotak Mahindra Bank
652542266656,08234b90-f60e-4dda-b7e5-df3d830d52c8,5655.76,2024-07-17 23:58:21,Groceries,P2P,40b9f64c-0c2e-4df3-90b0-5e67455f03fc,32.36.105.35,57.471781,142.941790,7981.32,3/day,True,True,False,1,False,09372920913,Axis Bank
799767300764,7178efc4-ace9-441c-a91f-65188f059966,2827.64,2024-03-05 02:52:09,Electronics,P2M,6310ba08-1e1c-4f5b-8baf-8c26ed02e6b9,13.51.162.230,-57.8725535,-118.607753,5322.19,5/day,True,True,False,1,False,+911911266699,Bank of Baroda
491130642239,8595a360-6802-42d2-b7d9-ebd34edc9586,5991.57,2024-04-11 09:29:34,Electronics,P2M,4abfc060-dc35-4d65-9840-f546a9feb745,221.38.225.239,-46.9480935,67.237790,3004.99,5/day,True,True,False,2,False,+912550477590,Kotak Mahindra Bank
534497655212,273812f0-0aee-4f3b-8167-2ba8d1f5f274,1138.21,2024-05-04 21:47:41,Restaurants,P2M,784adf68-2c7f-4512-86dc-449c4e727583,172.247.192.145,-31.6005505,-30.387028,1529.56,3/day,False,True,False,4,False,+916826105819,Bank of Baroda
339422021575,5e7b3069-8883-4b61-902c-936aa4dd277e,4883.66,2024-03-07 06:55:48,Restaurants,P2P,025fcf81-e3f1-4adc-ab37-65d88086fae4,212.39.71.103,-10.4772235,77.521518,2957.9,5/day,False,True,False,0,False,9686849544,Kotak Mahindra Bank
834216376900,b923d554-b22f-4edd-a865-779ead935055,3738.28,2024-02-03 06:39:50,Electronics,P2M,7e6c7e8a-e8b8-4dbc-af7f-15001cb7247f,109.166.67.202,8.8606235,95.523582,2494.5,1/day,False,False,False,3,False,03542577813,ICICI Bank
343232314093,a53449d3-c046-42da-b479-3128f5daac8c,1399.25,2024-02-20 05:00:22,Clothing,P2M,ed66a142-774d-4947-9d4a-916153c28926,47.74.26.20,-32.1165675,149.815507,202.4,1/day,False,True,True,1,False,08747853285,State Bank of India
508042524463,f9c7a633-0633-4e08-b90b-4b903e075bd3,5598.7,2024-02-02 15:35:49,Travel,P2M,aeb760d8-13fc-43c3-8f11-e5d8790f4462,83.212.115.190,-87.923992,63.017033,599.86,5/day,True,True,True,3,False,+919268166896,HDFC Bank
831567809617,7f57e35f-9fb1-468c-aa1f-408484d1dc21,7145.78,2024-07-16 13:14:27,Electronics,P2M,9edb4171-5ce4-4cb1-81cd-daabd8eec2c2,1.37.17.135,-81.0056665,129.288207,753.68,5/day,False,False,False,4,False,8303330823,HDFC Bank
572390468635,34e405f1-628e-480f-99c7-0f93c35427b0,1449.93,2024-05-20 16:08:43,Electronics,P2M,62e2a6e8-d41d-4341-a94d-103efd32eb38,98.177.14.133,67.8347645,-78.430625,8815.99,3/day,False,False,False,2,False,07141777541,Bank of Baroda
517016864757,fb7b4e80-4f99-4d26-9105-a7d39a12ab09,1304.29,2024-01-12 14:59:14,Travel,P2M,81bb3fc1-03c6-4bfc-96fd-8e10b56a6ead,113.2.55.211,-14.475298,-63.144751,9511.61,3/day,True,False,False,0,True,+918193501783,State Bank of India
342861071692,75890756-84dc-4000-969a-88f1ca8fd651,5844.92,2024-04-18 08:35:33,Groceries,P2P,e580bba4-ea10-4f67-beaf-00128ea4af58,203.57.30.210,-19.935234,-41.531725,6980.68,1/day,True,False,True,4,True,+918477228884,HDFC Bank
101422111588,f1327fc8-3c74-4548-9ae2-2ae964c040d0,1415.25,2024-02-22 14:50:45,Restaurants,P2P,214ac123-ec89-4b94-8322-f655343caaf8,195.176.101.157,-64.657027,81.733259,2087.82,3/day,True,False,False,2,False,07527841424,ICICI Bank
416694652198,3d369813-d6b8-4360-8079-f089cd9464c2,9303.35,2024-07-07 13:44:52,Restaurants,P2P,4d882276-4d04-4938-9f49-d8bb969f69df,12.54.79.57,44.756684,-152.429241,8814.37,5/day,True,True,True,3,False,+915101979619,ICICI Bank
583394938744,a328e0b2-bf70-46f2-9040-da50707b3ae7,7209.29,2024-02-20 03:11:45,Groceries,P2P,5a2bbccc-54ed-4442-96c6-7050c7b434d7,63.133.191.36,-20.423385,-7.010985,3077.5,5/day,False,False,False,4,False,02615038539,Bank of Baroda
341987987462,ea8f8a81-47f9-41b7-a129-6f29a3ed1392,5399.86,2024-06-06 01:18:35,Entertainment,P2P,b88c8d44-88f2-4326-930c-73ac164cb2bc,195.132.115.204,24.943617,-58.456929,3708.32,5/day,False,False,False,3,False,00692805511,HDFC Bank
977913017472,a1556caf-eeeb-4868-b23e-0ec6bc1ebf52,9451.98,2024-06-24 06:12:03,Groceries,P2P,f23c4ca5-fa49-49c2-a5ba-e57b11d565ac,81.120.178.199,-29.098702,39.607999,9528.73,1/day,True,True,False,1,False,+912508034035,State Bank of India
356009919799,2cc045aa-6920-4d8b-8ca3-45acc43dba2e,1316.73,2024-05-09 12:25:49,Electronics,P2P,ce17eb8e-20f2-4e61-97ae-d58cd162d0de,67.198.118.78,-59.149057,69.471291,8942.1,5/day,False,True,False,2,False,2146652866,State Bank of India
111238198227,7a87230a-f7ca-4510-9db0-5011cbdbc385,2062.88,2024-04-10 20:49:07,Utilities,P2M,883f427f-04e7-4486-abf0-fb47986c7b17,1.37.227.96,-36.008473,-179.121532,9242.93,5/day,True,False,True,3,False,03628700715,Bank of Baroda
123763217896,4f568a01-1327-4f03-8b94-977be5b3313b,7924.5,2024-02-06 02:54:26,Restaurants,P2M,4df6a5c1-27fd-4480-bc4a-7c167df08606,197.199.11.105,54.648018,52.724001,3101.53,5/day,True,True,True,0,False,04826305439,Axis Bank
895992176295,0dd9c0a9-4a33-4446-a0af-19f36fceae53,6945.6,2024-05-11 08:21:23,Travel,P2M,2bf63fc9-b02a-475a-881f-d5e1d35cfdd8,59.155.157.139,79.8597545,25.413155,160.05,1/day,True,False,False,1,False,3528069115,Axis Bank
975312836588,b75d004a-4168-4239-8a89-9ea2b3b744e8,4743.95,2024-06-08 15:54:44,Clothing,P2M,240d7aae-2d8a-48a4-9920-f5f50ea5822a,63.239.136.215,9.229855,57.608957,2895.05,3/day,False,False,False,1,False,0018328092,Bank of Baroda
476821135563,c4796975-f81f-41ed-b4e8-bc5f2813cecf,4181.55,2024-04-06 00:04:17,Clothing,P2M,55ce93c3-c9dc-42df-828e-9aa9706c48df,30.235.106.162,73.4056565,-21.654812,7916.98,3/day,True,False,False,0,False,0442860007,State Bank of India
420305987588,ec536281-50fd-47e6-8be2-91cfb535f3c6,8911.6,2024-04-04 19:48:55,Utilities,P2P,20936d8c-f780-4f5b-a2de-a43da380e3f0,85.36.105.156,16.1478805,-9.369715,7926.22,3/day,True,True,True,0,True,+912819855300,Axis Bank
853350142180,3e290bce-5e14-4f1e-ba04-07d9732b0c41,7108.91,2024-06-19 13:52:44,Entertainment,P2P,6721ae26-33a6-445b-8bee-07f6e5466846,77.94.140.198,46.720537,30.750102,8743.21,3/day,False,False,True,0,False,5767289090,Bank of Baroda
843182129300,741d51e1-4965-4b71-9ff7-7ff4a50244f0,2389.36,2024-05-29 02:02:27,Groceries,P2P,7efd107a-4155-4d3b-af3c-f7a12a1db814,154.218.230.43,-24.584648,107.294379,4435.56,1/day,False,False,False,1,False,09783790882,Axis Bank
649922696519,9882679f-8b2a-426f-ad2b-6f7dd487dbd9,7170.29,2024-04-28 00:03:13,Travel,P2P,2bdaaa84-b42e-427f-b9e0-d562ad76bc93,42.1.172.224,-56.001868,-65.861638,1629.41,5/day,True,False,True,4,False,+917249524969,HDFC Bank
658400124955,c02c3d06-4557-4a95-a4d6-2f6329d2a6eb,8144.79,2024-06-16 15:08:43,Clothing,P2P,42c7a1cd-021f-4b22-863b-a3dcf0ff2f11,124.188.116.58,13.5488935,-80.044365,5695.86,5/day,True,False,False,3,False,+916564670624,State Bank of India
684793656475,011492c8-df23-4639-9885-3470834020df,5300.35,2024-05-01 21:37:54,Clothing,P2M,5c3bd374-8a23-474e-96fb-846a56336bc4,70.46.116.131,44.034748,63.654416,5727.9,1/day,False,False,True,2,False,5156686702,Bank of Baroda
962662921915,80bcd28f-e226-421b-b688-48597ccafe7f,5896.2,2024-03-06 06:36:45,Travel,P2M,ee4aba2b-61e6-4d1a-b08b-e19332ef8ca3,129.193.146.34,-44.6705845,148.948930,9725.52,1/day,True,True,False,2,False,1014756695,Kotak Mahindra Bank
925681540746,336b257e-c756-4666-a57a-e2e1fe29bdb3,1715.81,2024-02-19 05:51:33,Electronics,P2P,d987bf86-c067-44f4-896b-5a9e217183d6,217.70.101.61,16.214480,148.311692,3695.46,5/day,False,False,False,4,False,+911259431752,Axis Bank
912778088475,5321a494-88d9-424f-8bae-161aa37e2654,2011.16,2024-02-04 00:24:25,Electronics,P2M,f6bd040c-4a0d-4ee2-9258-aada105b76ad,89.63.233.1,-57.534953,-26.441654,6505.82,1/day,False,True,True,1,False,+910959208487,Axis Bank
682790970444,49c4bfc8-be94-4ef2-ab30-3e96436077ba,2202.54,2024-05-29 18:43:32,Travel,P2P,dccbb19f-ba1a-40d7-95cf-570b2f949e04,121.202.126.131,78.5784685,-3.423839,6467.28,5/day,False,True,False,4,False,3911530944,Bank of Baroda
924783320704,80f3c394-fd9d-470b-adbc-3ee1e478aebb,4153.99,2024-02-06 02:27:15,Electronics,P2M,016a99c5-a696-4cee-8d71-ea6a25c41940,83.28.162.0,-44.2156405,-115.250614,2940.52,3/day,True,False,False,4,False,06771330270,ICICI Bank
952453819178,7b6c4fa3-13d1-411b-a2e1-6f066989a900,8330.0,2024-04-04 23:58:40,Electronics,P2P,a38d10fd-5217-436e-aab0-c5cc05e40ebb,17.7.104.63,75.4829475,79.427628,9727.97,1/day,False,False,True,1,False,2323057103,Bank of Baroda
406883774577,c2e76bb6-e82b-4895-9d3b-60441939fa64,2762.59,2024-07-26 16:55:29,Groceries,P2M,2f6e579d-5317-4690-a389-24ae17bc870d,50.8.49.68,-36.025718,9.197969,6472.61,5/day,False,False,False,1,False,1548330674,Axis Bank
861790361770,f62df51b-4f55-4cc6-b2ee-d2465d586c08,2368.96,2024-07-30 16:22:20,Entertainment,P2P,609c7882-bac0-440b-a090-62700a31b0a6,211.91.34.87,11.7902315,-24.548730,5586.07,5/day,False,True,True,4,True,+910553614581,ICICI Bank
196017709261,4c17b1d5-b73f-4b89-a6b4-7e0a24c74c22,7257.23,2024-06-29 08:39:20,Utilities,P2P,7e5e7bc5-25dc-4c6c-a93a-dec38666f01e,132.125.29.9,68.566026,147.536203,1481.46,3/day,False,True,True,4,True,+910875294930,HDFC Bank
342603316266,c2d9e790-b1bc-484a-ae68-45d7d5e88593,7819.82,2024-05-17 10:54:33,Groceries,P2P,15c8c1d6-3934-40ec-b3ab-c178721f9677,17.68.10.232,74.3191225,73.465472,7093.92,3/day,False,False,False,1,False,+913672049311,State Bank of India
595840935208,fb308fca-303c-440d-8dd2-6613286b98d7,8588.64,2024-03-02 16:45:20,Restaurants,P2P,577575f5-c72d-4cb3-811a-9c69abc2ebc8,204.14.187.140,-56.8693255,-3.349539,4088.26,5/day,True,True,False,0,False,+918123287756,HDFC Bank
522663241855,5fe40d56-858d-404a-90c4-fe829c3305cd,4280.32,2024-03-14 11:16:40,Groceries,P2M,1a538aa9-d73e-4f9e-96f5-245b60a1787f,121.81.71.206,-6.199039,-52.687024,5736.38,5/day,True,False,False,3,False,+910463168481,Kotak Mahindra Bank
768101379698,a756f755-5260-45b1-9076-a5331311b963,3162.16,2024-03-21 11:05:04,Restaurants,P2M,fd8f597e-404b-4d7b-a533-f40d4af9f832,206.70.78.149,-29.091425,-15.881386,16.14,3/day,True,False,False,3,False,+910196850219,Kotak Mahindra Bank
759464096651,9554a234-a702-422a-91e0-d57e9c07ba3d,1024.38,2024-06-02 19:07:44,Groceries,P2P,62ab485d-2d6d-47a4-9714-4ea6c13b1a70,44.34.198.9,-60.555319,-146.970253,4817.55,3/day,False,False,True,2,False,01445148915,ICICI Bank
250718127948,a55977ee-cae2-4c20-a759-75f7a462d5c4,5203.39,2024-03-05 16:56:42,Entertainment,P2M,5ca4c811-df1d-4aa2-8f2a-4f39ffabf60d,133.189.197.164,55.9576665,129.752693,5336.2,1/day,False,False,True,1,False,+913230735237,HDFC Bank
865852252816,a0a3d814-7d5d-42cc-afe4-4af9d762b83c,6522.6,2024-01-19 07:14:53,Travel,P2M,dc52423d-7539-4f37-b14f-cc2b7550b34b,167.223.55.41,39.976169,15.612822,4006.06,1/day,False,False,True,3,False,+914896251277,ICICI Bank
930778584805,46494eda-26e5-4519-9fcc-883da20f9276,4129.55,2024-03-14 01:07:37,Electronics,P2P,701d0d6a-9b99-418d-a995-8ec73c1f7f89,90.21.106.156,-68.3731035,58.853434,8649.78,1/day,True,True,True,4,False,+912096642427,State Bank of India
100670134029,b12d2c2d-1c0a-490a-8090-a4e7d137c97e,3324.28,2024-02-25 17:57:12,Entertainment,P2P,c92ed1e6-b040-4e0e-9e62-fe7c19c460a3,131.184.208.56,-83.613773,-85.264222,4158.26,5/day,False,True,False,4,False,+919304434558,Kotak Mahindra Bank
372028177065,ded3ddcc-c0c5-4e57-8d8f-b174277d3c7c,9750.95,2024-03-23 09:38:36,Clothing,P2M,89bf819e-9d26-49aa-88c7-a33a1ad4fb0d,206.7.19.73,32.926531,12.362030,9131.12,3/day,True,False,False,0,False,+916182307687,Axis Bank
472943992573,e801882c-48ce-48e5-a760-ffdf3f6acdba,2588.4,2024-04-17 04:38:33,Travel,P2M,aafed765-c801-4f9a-bd6b-aaf147659896,87.219.162.140,-15.083167,-110.246726,830.71,1/day,False,True,True,2,False,+911259299152,Axis Bank
848532850798,06c4d0ae-14bd-4aca-8b40-10a7ce626166,8030.26,2024-07-16 16:19:21,Entertainment,P2P,b44bf483-787c-4019-a9aa-0abfde0364e0,189.191.146.212,61.992193,41.292288,8410.51,5/day,True,True,True,2,False,06034032123,Bank of Baroda
864369766763,b32b7844-1b6e-4f53-a407-7b7885aaad40,2567.75,2024-06-04 12:13:30,Travel,P2M,04962602-7cc0-495d-b5e8-587719361c9a,213.208.159.18,-57.968928,-55.182344,5043.9,3/day,False,True,True,4,False,4773257654,State Bank of India
918413332329,eb5bf013-8029-4411-b137-7ec73b9aca6e,3635.06,2024-01-13 00:14:36,Electronics,P2M,469ae7e9-d637-4c67-aae1-b462cb0e4dde,158.42.35.91,9.655368,106.997796,4169.61,5/day,False,True,True,4,False,06057160318,HDFC Bank
406015013407,5fb0d695-39a6-4d73-8439-472794aa6c41,9189.74,2024-02-14 04:38:01,Travel,P2P,eef4b690-8fdb-4f88-88c2-d36f2a8d8ac3,223.22.8.21,-65.5258275,-145.143182,5390.94,1/day,True,True,False,0,True,04717882884,ICICI Bank
663896509751,55e2e921-13ba-484a-981d-a7dab540abde,1444.3,2024-02-08 23:00:46,Entertainment,P2P,dba98ea5-b39d-45fe-a8e1-0ba19b6dd543,158.102.75.235,2.7400535,112.404804,9264.46,1/day,False,False,False,1,True,0773162383,Axis Bank
392039144043,c32ae99c-8899-44f8-947f-8eb32d656658,2077.81,2024-02-29 07:45:53,Restaurants,P2P,2eee58a4-b51e-4f86-85f3-404fcb439e20,140.61.12.117,49.2327835,62.323308,8844.76,3/day,True,True,True,4,False,7062558653,Axis Bank
878089269492,16c84217-3e02-480f-8bab-c1f4ca0680b8,6151.53,2024-02-13 11:35:25,Electronics,P2M,2f3d590a-4e84-4f63-8155-6174c4219939,133.122.218.171,-77.800226,15.143892,325.58,1/day,False,True,True,0,False,2922477935,Kotak Mahindra Bank
531129610218,9826e556-7291-4196-b26d-39a8b1e9a1ba,1290.21,2024-04-14 04:08:01,Restaurants,P2M,f27e3174-7924-4b4a-90f3-2fe67c5e9701,186.85.181.65,63.0103475,-105.361683,9590.17,5/day,False,True,False,4,False,+915423017929,Axis Bank
200694016148,05b9b3a4-43e5-445b-b255-ef60d84cf0b5,2325.3,2024-02-29 05:28:38,Entertainment,P2M,72b123bf-8cdd-4df2-9df6-dbbc91a0b5e7,92.165.56.138,5.5945775,141.769084,9173.32,3/day,False,False,True,1,False,+913335451015,Kotak Mahindra Bank
542535890416,ec83275b-e48f-4722-b977-209de671c06a,6033.89,2024-04-21 19:17:35,Utilities,P2P,e1c4ad54-60b3-4652-b45e-c4bc94281c3e,63.13.198.219,65.5184915,144.448578,1673.89,1/day,False,False,False,4,False,+910069737572,Axis Bank
238417852400,b1c191bc-2d5e-4f58-8680-ea6cc7a2fac2,75.45,2024-07-29 21:45:07,Entertainment,P2P,89d896f8-e5b1-4a0d-b7b0-9fafdbc463e1,217.180.195.137,21.9833045,175.589362,6538.36,5/day,True,False,False,1,False,04693673150,Axis Bank
395069909335,b3d8d755-2fe0-4f97-87a9-b8dc0767206d,8487.86,2024-07-02 03:46:40,Entertainment,P2M,61867a20-e152-4846-b504-5fdf5b6224f0,10.90.191.57,-27.9584795,172.230490,276.06,3/day,True,False,True,1,False,+917983689794,Kotak Mahindra Bank
870492815948,0d83642d-ee85-41ec-b03b-ad7c58a4954d,9429.31,2024-05-06 11:23:15,Clothing,P2M,15e5f808-076e-4664-b9f5-6e9251b3f178,179.205.253.70,-46.4106365,-113.583495,6885.2,1/day,True,True,False,0,False,03722860921,State Bank of India
847724452430,b3b73498-0c16-48d8-ac1e-10b798f97d09,4681.99,2024-04-04 06:42:42,Restaurants,P2P,56ca0350-8888-4b12-91d5-b1aedab8fa6d,186.75.139.57,51.749732,-144.126844,7572.6,3/day,False,False,True,1,True,+910798548616,Axis Bank
894955289148,1bf9c91c-2eed-4380-8ad8-68aef07e4d6a,9528.91,2024-03-12 05:58:12,Groceries,P2P,a6c7ddd6-2184-42b7-bd06-b6a25192f6d6,154.5.19.10,30.314409,-108.927495,6503.51,3/day,True,False,False,0,False,4736815191,State Bank of India
533205302499,59ff9eaa-c05c-4602-9a27-8adf90af401b,2871.65,2024-07-28 06:07:05,Travel,P2M,782d3624-65ee-4f5a-af89-ffed4504573e,48.128.161.194,-16.7258415,130.315584,5316.5,3/day,False,False,False,0,True,+917500506893,HDFC Bank
